Text,Sentiment
Thế này mà Nhà nước không đầu tư thì bao giờ mới sánh vai được với cường quốc năm châu ạ,0
"Tran Van Top Dạ em xin có ý kiến như này ạ. Mỗi năm tăng 8-10% mà năm nhất có 400k/tín sang năm 2 đã lên 600k/ tín thì cho em hỏi là 10%này là tính như thế nào ạ. Lúc tư vấn tuyển sinh báo là dao động trong khoảng 40,-50tr mà vào học năm nhất lên đến hơn 60tr là sao ạ.
Xong chất lượng đào tạo có tốt không ạ "" 10giờ đêm hôm trước báo đổi lịch 12h30 hôm sau đi thi ạ"" không chỉ vậy nộp đơn nộp bằng miễn ngoại ngữ thì quản ngành làm mất đơn cho của sinh viên "" khi có việc mail cho thầy cô mãi không thấy rep lại ạ. Đến môn thể chất đăng kí còn không biết mình học môn gì ạ , trên thời khoá biểu là 16h mà thực tế là chỉ có kíp 16h45 ạ .",0
"Nguyễn Xuân Dũng làm nghìn việc tốt chẳng ai nhớ
Chỉ 1 lần sai đã thất thời",0
Em chỉ mong phòng học ở nhà d6 tài trợ quạt cho 4 dãy bàn cuối,0
"Em nghĩ là học phí cao hay thấp không quan trọng, nhưng có những điều bất hợp lý, rõ ràng trông thấy.
Em nghĩ đa phần các bạn có thắc mắc những ngày gần đây đều cảm thấy điểm bất hợp lý, chứ không cảm thấy học phí cao.",0
Việt Hoàng :)),0
Hoang Chu hay quá bạn,0
"Hoang Chu không biết bạn/anh lấy số liệu kia ở đâu nhưng mình/em khẳng định số liệu của bạn/anh là không đúng. Cả phần không có số liệu mà bạn/anh đưa ra: ""Ở Châu Âu miễn phí học phí"" hiển nhiên sai.",0
"""Mọi thứ chỉ có GIÁ TRỊ khi nó đi với GIÁ CẢ phù hợp"" -- Warren Buffet. E chưa bao giờ phủ nhận giá trị của trường mình. Nhưng thực tế cái giá bỏ ra của mỗi sinh viên cũng đắt không kém. Hầu hết các trường khác sinh viên đều có thể đi làm thêm để trang trải phụ giúp gia đình nhưng ở HUST thì rất khó vì chương trình học rất nặng. Mọi người hay bảo sao không cố học bổng nhưng thực tế quỹ học bổng có hạn đề thi khó theo từng năm việc học bổng kp dành cho tất cả sinh viên. Cùng mức điểm đầu vào nhiều bạn sẽ vì học phí mà chọn vào những trường dễ thở hơn để có học bổng. Bên cạnh đó tại sao chỉ tăng học phí đại trà trong khi các ngành khác như SIE lại không tăng theo tỉ lệ tương ứng. Sao lại có sự khác biệt ở đây? Tại sao cứ phải là sinh viên chịu thiệt thòi, đặc biệt là sinh viên ngoại tỉnh. Phải chăng do các bạn và gia đình ít hiểu biết, ở thế yếu nên dễ ép buộc? Cuối cùng là tăng học phí nhưng đi kèm đó là cái gì tăng ạ? Sao một trường kỹ thuật hàng đầu như HUST không có cam kết bằng con số cụ thể mà lại nói chung chung nước đôi ạ.",0
Thứ ta thiếu là gì thì em chưa biêts nhưng em biết thứ bố mẹ em thiếu là sức khoẻ,0
"Cao Minh Đức bạn ơi SIE tăng vù vù nhé, chưa kể các học phần ngoại ngữ không được tín học phần nào nhưng hơn chục tín học phí nhé. Ví dụ như tiếng Pháp 4 của bọn mình là 12 TCHPx780k. Được như bạn nói thì mình vui quá",0
Đăng Phạm cậu ơi cậu mới là ng không tìm hiểu đó ạ :)))),0
Tran Van Top Vậy tại sao ta phải tự chủ ạ,0
Phùng Kiên Cường Nhà nước ko tài trợ ngân sách cho trường nữa thì phải tự chủ thôi bạn,0
Hoang Chu và 1 đống nợ sinh viên...,0
Mai Hương bạn học nghành gì mà tăng nhiều v,0
Công Kendy bạn có đki đồ án 3 ko,0
Cao Minh Đức sie tăng vùn vụt bạn uiiii,0
Cao Minh Đức thế bạn chưa biết sự tích NUT tăng lên 37 tr 1 kỳ r :)),0
"Cao Minh Đức ối bạn ơi SIE tăng cứ phải gọi là luôn bạn ạ
ý kiến thì phải nói đúng mới dc nghe chứ",0
"Tran Van Top Em thưa thầy. E có một thắc mắc là trc đây ngành học của bọn e thuộc viện SIE,nhưng bây giờ bọn e đã sát nhập vs viện cơ khí. Xét trên các khía cạnh giảng viên, cơ sở vật chất,số lượng kiến thức thì bọn e hoàn toàn giống vs các bạn bên đại trà . Vậy tại sao bọn e vẫn phải giữ đúng mức đóng dành cho hệ SIE như trc đây vậy ạ.? Em thấy ở đây ko có sự công bằng ạ. Em cảm ơn thầy nhiều ạ .",0
"Tran Van Top thưa thầy!!! Em mong thầy và nhà trường lắng nghe và tiếp thu ý kiến cũng như nỗi lòng của sinh viên. Dịch COVID 19 vừa qua nền kinh tế vẫn còn rất khó khăn, nhà trường lại tăng học phí đột biến như vậy... Rất nhiều sv có hoàn cảnh khác nhau không phải gđ nào cũng có thể dễ dàng lo cho con cái tiền học phí. Mọi người cứ nói tại sao gđ khó khăn ko cố học để đc học bổng??? Nhưng mỗi người có khả năng khác nhau, không phải cứ cố gắng mà giành đc học bổng dễ như thế!!! Em rất mong nhà trường suy xét về việc tăng học phí ạ",0
"Chúng em có môn thực tập kỹ thuật mà thu chúng em 4 tín học phí, hết gần 2tr, mà em thấy môn đó số tín là 2 tín, trong khi chung em đi thực tập thông qua liên kết với nhà trường thôi ak, trong quá trình thực tập thì là chúng em với trên công ty thôi, đó là quan điểm riêng của em",0
Nguyễn Hiểu thực tập đây :)),0
Nguyễn Hiểu thực tập công nghiệp 12 tín chỉ 24 tín học phí thì sao =))),0
Minh Thiên Tiếu k mất gì mà vẫn được thu tiền,0
Nguyễn Huy Định thu từ 2 phía :((,0
"Bố mẹ mk nông dân, làm không đủ theo mức tăng học phí :((",0
Toàn Đặng hừm,0
Minh Thiên Tiếu,0
Minh Công hợp lý không bạn ơi,0
Tuấn Nguyễn thôi b ơi,0
"Minh Công
đ hiểu kiểu gì",0
"Nguyễn Huy Định cày mòn đít làm công nhân ở foxconn, 2 tháng được 12 củ đóng học phí mất 6,5 củ tiền học, nghĩ nó chán =))",0
"Minh Thiên Tiếu đấy là a còn được lương, e đọc đc nhiều ac còn bảo ko có đồng nào :)))",0
"Nguyễn Thanh Tùng tuỳ được phân đi đâu thôi e, khu công nghiệp thì có lương cả, còn doanh nghiệp nhỏ thì chỗ có chỗ ko",0
Nguyễn Hiểu thôi cắn răng hơn năm nữa lấy tấm bằng rồi ra trường thầy ạ:((,0
Nguyễn Hiểu thôi chịu khó căn răng lấy tấm bằng thôi thầy ạ :(((,0
Trần Nguyên Khải,0
Minh Thiên Tiếu đấy lm có lương đây đi lm 30km không có lương đây,0
Nguyễn Hiểu đi thực tập còn mất tiền đi lại + ăn ở thêm vào đó là học phí,0
Nga tt 7.5 tín hp,0
Nguyễn Hiểu Nhiều react hơn đăng ảnh =)),0
Triều Lê Hoàng ý kiến j k bạn,0
"Việt Key sao cùng đi 1 nơi thực tập, cùng 1 học phần, cùng số tín học phần , mà elitech thu 8 tín học phí, hệ thường thu 4 tín ???????????????",0
Nguyễn Mọi người hãy làm điều gì có ích.Gây sức ép lên BGH được không.Hãy cho thấy sức mạnh và tinh thần Bách Khoa,0
"Nguyễn Hiểu có thể nhà trường sẽ lấy tiền đó đưa cho công ty như là chi phí đào tạo rồi sẽ trả lương cho các e,hoặc là chi phí trung gian..hoạc là gì đó mk còn phải đi hỏi bạn cx k ai ns cho",0
Đào Hầm Cướp Atm nhiều cty k lương mà =>,0
"Nguyễn Hiểu thì t mới nói là t đoán thế, còn sự thật tiền đó dùng như thế nào có đi hỏi cx k ai nói cho",0
Nguyễn Hiểu gọi đó là tận thu,0
"Chất lượng đào tạo của BK ngày càng được nâng cao đặc biệt nhờ các thiết bị hỗ trợ giảng dạy và các tài liệu tham khảo rất phong phú. Tôi thường xuyên so sánh 1 tiết giảng của MIT và của các ĐH khác trên thế giới thì thấy lượng kiến thức cũng cấp khg thua kém, hơn nữa rất nhiều bạn Sv nay là GS bên Mỹ cũng đánh giá cao các môn học cơ bản ở Trường ta. Chỉ tiếc càng ngày các môn cơ bản càng bị cắt giảm mà thay vào đó là các môn công nghệ..tôi vẫn nghĩ các môn CN chỉ dạy cơ bản và dạy cách tự đọc và NC vì CN thay đổi liên tục, sau này ai làm nganh gì thì phải tự NC.",0
"Le Quang thế sao sinh viên nước ta đều phải đào tạo lại khi đi làm mà các nước khác ko (ko ở đây là các doanh nghiệp ở nước ngoài ko phàn nàn mà doanh nghiệp nước mình lại phàn nàn)?
Thế là dạy nhiều CN mà lại ko có tí thực dụng nào à",0
"Nguyễn Bách vâng thực tập không lương :)))))))))
Đúng là ếch ngồi đáy giếng. Ở nước ngoài công ty cực kỳ coi trọng thực tập hè năm 3 bởi vì đó sẽ là nguồn cung lớn nhất cho 1 thế hệ full-time new grads sau này. Công ty sẽ trả lương cho thực tập sinh = 1 người làm full-time, chỉ thiếu mỗi bonuses và stocks thôi nhé, và thực tập làm chung với nhân viên full-time ở dự án thật sự nhé.
Việt Đức ngay việc ở nước ngoài học từ 8 hay 9h sáng mà ở bách khoa học từ 6h45 là đủ hiểu bên nào mới thực sự quan tâm đến sinh viên rồi. Hơn nữa ở bên nước ngoài điểm trong 1 môn học tính theo rất nhiều đầu điểm như hồi cấp 3 vậy (btvn, dự án, bài thi 1, bài thi 2, ...).",0
"Nguyễn Nam Nhật chẳng có sv nào tốt nghiệp đh xong cái làm đc việc luôn bạn ạ, trừ khi bạn học cao đẳng là những môn thực tế. Đừng có nghĩ cuộc sống màu hồng như vậy, mình học luật nhưng muốn thành luật sư vẫn phải đào tạo thêm 4 năm nữa ngta dạy bạn kiến thức cơ bản chứ k cho bạn kinh nghiệm làm nghề đâu, muốn làm đc thì phải tự đi mà tìm hiểu.",0
Nguyễn Bách đọc lại kỹ ý trong ngoặc của mình,0
"Nguyễn Nam Nhật bởi vì bạn ơi, sinh viên nước ngoài người ta có thời gian thực tập dài, tích luỹ kinh nghiệm thực tế qua những công việc tương tự rồi. Bạn lên các trang tìm kiếm việc làm nước ngoài chỗ nào cũng yc kinh nghiệm ít nhất từ 1 năm đấy bạn.",0
"Nguyễn Nam Nhật và thứ 2 là người ta chịu đi thực tập không lương sau khi ra trường để được đào tạo như thế so với sinh viên mình ai cũng nghĩ có cái bằng là oai, không chịu làm những công việc lương thấp hoặc không lương để lấy kinh nghiệm.",0
Nguyễn Bách quan điểm của mình là để phản biện quan điểm:”Trường bk càng ngày dạy cn càng nhiều” => vẫn bị phàn nàn thì là ko có hiệu quả thực tế,0
"Nguyễn Bách còn đi làm để lấy kinh nghiệm: đối với bạn học luật mình ko biết, còn mình học kỹ thuật cụ thể là kt hoá học thì rất khó để tìm một công việc “part-time” để nâng cao kinh nghiệm",0
Nguyễn Nam Nhật mình nói đến full-time chứ không phải là part-time. Hơn nữa những công ty rất ít khi từ chối nhân lực miễn phí bạn nha,0
"Nguyễn Bách bạn học luật thì bạn hiểu gì về kĩ thuật mà phản bác ý kiến, bạn không biết đầy người vừa học vừa làm đó, chứ ra trường k biết gì thì ai tuyển",0
"Nguyễn Nam Nhật còn về luận điểm dạy nhiều mà không có tính thực dụng, dạy ở đây là những kiến thức nền vì tất cả các trg đại học đều dạy kiến thức nền chứ không phải chuyên sâu về vị trí cụ thể những cái đấy phải tự nghiên cứu chứ. K thực dụng vì bạn chưa va chạm cần phải sử dụng đến kiến thức đấy. Đến lúc gặp rồi thì lại quay ra bảo tại sao trường không dạy à?",0
"Toàn Tê Tê mình không nói đến những bạn vừa học vừa làm, mình đang nói đến những người chỉ học mà không đi làm. Mong bạn đọc rõ quan điểm của mình và không cần phải học kĩ thuật mới biết tầm quan trọng của những kinh nghiệm thu được khi đi làm.",0
Toàn Tê Tê còn đây mình đâu có nói đến vấn đề chuyên môn về ngành kĩ thuật đâu bạn.,0
"Nguyễn Bách m k bảo kinh nghiệm về việc đi làm chung, mà là trong khối kĩ thuật n có đặc thù riêng",0
"Nguyễn Bách có hiểu trọng điểm của mình ko bạn:”phàn nàn” ok chưa, mình thấy bạn nãy giờ chưa có câu trả lời nào đúng trọng tâm này cả",0
"Toàn Tê Tê đặc thù riêng, vâng, nhưng bạn thấy rõ ràng những người vừa học vừa làm có kinh nghiệm về vị trí ứng tuyển rồi đâu có nhận được sự phàn nàn đâu. Mình đang nói về vấn đề kinh nghiệm khi tốt nghiệp của đa số sinh viên đại học gần như bằng không so với sinh viên nước ngoài tỉ lệ của họ cao hơn nhiều nên mới có chuyện các công ty phàn nàn về chất lượng của sinh viên việt nam chứ",0
"Nguyễn Bách còn đào tạo bên kỹ thuật ko đơn giản là vừa đi làm vừa học hỏi kinh nghiệm, mà là một vài khoá học và kèm theo cam kết làm việc cho họ bao nhiêu năm sau khi đào tạo, ko phải muốn tích luỹ kinh nghiệm là dễ đâu",0
"Nguyễn Nam Nhật còn nếu bạn muốn cải thiện tính thực dụng thì nên tập trung vào vấn đề kinh nghiệm thực tế các khoá thực tập và khuyến khích sinh viên tự lựa chọn cơ sở thực tập cho mình, nâng cao cơ hội được thực tập dài hạn cho các sinh viên chuẩn bị ra trường chứ không phải tập trung vào những kiến thức nền như bạn nói.",0
Nguyễn Nam Nhật thực ra bách khoa là một trong những cơ sở đào tạo có chất lượng tốt và đều là nơi mà các nhà tuyển dụng hướng đến vậy thì lý do bạn học bách khoa mà bạn không dám hi sinh lợi ích của mình để nắm lấy cơ hội thì mình nghĩ vấn đề nằm ở sinh viên chứ không phải là cơ sở giảng dạy.,0
Nguyễn Bách bạn nghĩ sao nếu trường kỹ thuật mà “đa số” sinh viên ko có kinh nghiệm và định hướng cụ thể? Đó ko phải lỗi của cơ sở đào tạo à?,0
"là một người may mắn được học môn cơ bản của trường mình và trường ở Mỹ, em có thể nói là cách dạy họ rất khác, không thể so sánh 1 vài tiết giảng mà cần phải nhìn vào cả môn học. Kiến thức thì chưa bàn tới vì còn phụ thuộc vào mức độ thông hiểu của học sinh, nhưng mà với 1 môn học(vd như toán cc) họ trang bị cho sinh viên lớp lý thuyết, bài tập, phụ đạo riêng 1-1, office hour, hệ thống sgk và bài tập để ktra quá trình, projects. :> thế nên theo quan điểm của em, nói ctrinh học của chúng ta không thua kém với MIT là không đúng :> ta thua rất nhiều, mà cần phải khắc phục dần thì mới so được với họ",0
"Nguyễn Nam Nhật vậy để mình liên hệ đến trường của mình nhé, dù không đào tạo về kỹ thuật nhưng là đào tạo nhân lực cho ngành ( kiểm sát ) tuy nhiên các thầy cô ở đây đa số đều là nghiên cứu lý thuyết. Vì muốn lên hàm cao nghiên cứu sâu rộng thì không thể vừa nghiên cứu vừa đi làm được. Vậy lấy đâu ra kinh nghiệm cho các bạn trong khi môi trường đại học là môi trường nghiên cứu chuyên sâu k giống như cao đẳng với phần trăm bài giảng là kinh nghiệm thực tế cao hơn nhiều. Và sinh viên trường mình ra trường với lượng kinh nghiệm gần như bằng không vì thực tập không ai chịu để ý..vân vân. Cho nên, vấn đề nó nằm ở sinh viên, đại học chỉ là môi trường để các bạn tự nghiên cứu chứ không thể dạy bạn kiến thức thực tế được đấy là sự thật.",0
Nguyễn Nam Nhật bonus bọn mình vẫn phải được đào tạo thêm 4 năm nữa mới được thi vào vị trí mình mong muốn. Nên không chỉ các bạn ngành kỹ thuật mà ở đâu cũng vậy thôi. Đó là vĩ mô chứ chưa nói đến vấn đề chuyên sâu,0
"Nguyễn Bách thì nãy giờ mình đang nói trên cơ sở bk là đại học kỹ thuật, tự nghiên cứu là đúng nhưng phải trên cơ sở có sự định hướng của gv và nhà trường",0
Việt Đức mình nghĩ theo bạn thì chương trình môn học gồm nhiều lớp về toàn bộ như vậy sẽ tốn chi phí không nhỏ đâu vì vậy muốn chất lượng giảng dạy được như vậy thì mức học phí phải là trên trời.,0
"Nguyễn Nam Nhật cái đấy thì mình đồng ý, tuy nhiên định hướng tất cả theo một hướng đúng đắn cực kỳ khó. Như bạn Việt Đức nói thì chương trình của họ bao gồm cả kèm 1-1 ? Thử hỏi nếu các trường đh Việt Nam áp dụng nvay thì học phí sẽ tăng ntn nữa.",0
Nguyễn Nam Nhật cho nên mình đã nêu quan điểm là tất cả phải bắt đầu từ chính sinh viên. Còn nếu môi trường bk mà giống MIT ở Mỹ thì chúng ta phải chấp nhận rằng học phí cũng nvay và phần lớn sinh viên đều không thể đáp ứng được.,0
Thì quan điểm của mình là:”học phí tăng- số lg môn công nghệ tăng- mà chất lượng thực tiễn ko tăng” thì ko phải cần xem xét à :)),0
"Nguyễn Nam Nhật em đồng ý là phải xem xét ""hphi tăng nhưng chất lượng không tăng"", vì nếu so mức độ thu nhập thì học phí của họ cũng thế thôi. Với cả nếu muốn đạt được như họ thì em nghĩ không phải là khoảng cách xa đâu. Vd như em nói bên trên thì có lớp lt,bt mình cũng có; bên họ có office hour ( là giờ mà giảng viên ngồi văn phòng, đợi học sinh đến hỏi bài ) thì mình hoàn toàn có thể có; bên họ có lớp 1-1 do những sinh viên đạt A+ dạy thì bên mình đâu thiếu người giỏi đâu; hệ thống bài tập online thì chỉ cần trường đầu tư xây dựng 1 lần thôi hoặc có thể liên kết để xây( ví dụ như bên kia vài trường họ có 1 web riêng để svien lên làm btap, nộp, chấm, xem điểm); có như thế thì mới có thể xứng đáng với mức học phí đuọc",0
"Nguyễn Bách em nghĩ anh sai nhé, em lấy ví dụ thế này nếu anh tìm hiểu thì thấy google trả lương cho thực tập đàng hoàng với 5000 đô và chưa bao gồm các chi phí sinh hoạt khác đồng thời họ cũng cho sinh viên tiếp xúc với 1 số dự án của họ. Nói không xa thì VN mình có 1 số tập đoàn như Vin và Fpt đã cho sinh viên thực tập có lương, có chăng họ không cho lương vì họ muốn thử thách và có thể làm nhân viên của họ không thôi!",0
"Nura Rihyon không nói đến những tập đoàn lớn. Để kiếm được kinh nghiệm thì việc thực tập rất cần thiết. Ở đây nói là sinh viên sẵn sàng hy sinh lợi ích để đi thực tập kể cả không có lương chứ mình không nói là phải thực tập không lương. Trên thực tế vẫn có một số công ty nhỏ có sinh viên thực tập không lương mà đúng không? Mấu chốt ở đây là việc sinh viên muốn nắm bắt cơ hội thậm chí chấp nhận việc có thể có xảy ra th đi thực tập không lương. Còn các bạn cứ lấy ví dụ về tập đoàn lớn, đâu phải ai cũng đủ khả năng để vào tập đoàn lớn đâu.",0
"Nguyễn Bách nhưng mà có thấy sự khác biệt ở đây là gì, em nghĩ khi thực tập thì nên chỉ có mối quan hệ giữa công ty với sinh viên chứ không nên có nhà trường, vẫn biết là nhà trường là cây cầu để cho sinh viên đến với công ty nhưng với những sinh viên khó khăn thì để đi thực tập đóng tiền kiểu gì ạ? Em nêu ví dụ về google là điển hình, để có 1 suất thực tập của google thì cần gửi mail hay nộp đơn ứng tuyển nào đó thì mối quan hệ ở đây chỉ là sinh viên và công ty chứ họ không quan tâm nhà trường",0
"Nura Rihyon vậy thì những sinh viên đó nên tự tìm cho mình nơi để thực tập. Còn việc nhà trường đánh phí thực tập mình cho là không đúng, tuy nhiên trường nào cũng vậy không chỉ riêng BK và mình cảm giác đó như là chi phí môi giới cho sv vậy. Hiện tại không thể thay đổi được nên chỉ có thể tham khảo những giải pháp tạm thời thôi!",0
"Google có đến trực tiếp tại trường để phỏng vấn, sinh viên không cần nộp hồ sơ online hay làm gì cả, chỉ cần giỏi thôi. Họ có danh sách gọi là ""target schools""
Ở ĐNÁ thì Google Sing đến NUS và NTU, còn ở VN Google Sing mới chỉ tổ chức sự kiện ở UET và HCMUS thôi nhé. Đúng ra tăng học phí để thuê thêm người giúp đỡ vụ viết resume, mock interview, hay employer relationship có phải tốt không. Đằng này bên group tuyển sinh suốt ngày khoe dăm ba thứ linh tinh.",0
"Nguyễn Nam Nhật : chỉ tiếc học rất nhiều mà ra khg biết học để làm gì. Cách đây hơn 20 năm tôi có khảo sát các liên danh nước ngoài ở Vn thì thấy rằng phần lớn kỹ sư ra chỉ làm những công việc của công nhân hay cùng lắm là làm ở phòng ktra chất lượng sản phẩm. Ra trường vài năm sau là quên hết, nhiều em khg chấp nhận bỏ xin đi du học tiếp thì thành công. Bản thân doanh nghiệp họ cũng nói họ chỉ cần Sv bình thường nhưng gắn bó với doanh nghiệp vì người giỏi khg được làm đúng cái họ học.",0
"Nguyễn Nam Nhật : dạy 1 lớp 100 em làm sao ra trường họ có thể làm được ở 100 cơ sở ngành nghề khác nhau. Vậy thì phải dậy cái cơ sở, cách tự đọc và tự học. Còn nếu chỉ làm việc cho 1 doanh nghiệp, một ngành nghề thì khg phải là đào tạo kỹ sư mà đó là đào tạo nghề 2-3 năm là đủ",0
"Thực sự nếu em biết học phí như thế này thì từ đầu em sẽ không chọn Bách Khoa ạ, lỗi cũng tại em tìm hiểu chưa rõ ràng.",0
Đức Kiên bạn rap ghê quá ạ=)),0
"Đặng Gia Long Khánh mình bỏ rồi, bạn bảo chất giọng không hay nên mình đang phải luyện giọng",0
Đức Kiên thôi ông ys urf ạ,0
"Đặng Gia Long Khánh còn bò lúc lắc của bạn là nhất, là nhất được chưaaaaa :<",0
"Đức Kiên ko, daxua của b là nhất=))",0
Đức Kiên bạn là nhất nhé,0
Nguyễn Mạnh Dũng tôi nhận làm giẻ lành thôi bạn ơi.,0
Đức Kiên học phí nhà bạn khô chưa,0
"Đức Kiên "" thầy cho em xin con beat""",0
Nguyễn Mạnh Dũng hạn mặn mất mùa nên chắc khất với trường thôi,0
"Hwang Tunq chắc phải làm phần 2 quá
https://youtu.be/vPzeuu3yIgU",0
Đức Kiên =]]],0
"Đúng, nếu biết học phí như này mình sẽ cân nhắc các nv",0
"Đạt Đinh Xuân ngày trước tôi kém thật sự khoản này, tương lai của mình mà cứ nghe ngành với tên trường hay hay là đăng ký thôi, không biết nhiều.",0
quào,0
"Đức Kiên mình vào bách khoa vì tìm hiểu học phí trường mình ít, mỗi kì khoảng 7-8tr. Nhưng...ai ngờ đời, vừa bước chân vào cổng TDN trường hô to khẩu hiệu từ K62 tăng học phí và tăng khoảng 3 năm nhưng giờ năm 4 rồi, chưa thấy ý nghĩa của câu nói ấy đâu",0
Đức Kiên công nhận. Vào K62 nghĩ thay đổi học phí chút vẫn rẻ. Giờ thì nó cũng sắp đắt r.,0
