name,category,price,image,url,ram,memory/rom
điện thoại nokia 105 ds vn black (2019),nokia,369000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/nokia-105-ds-vn-black-2019.html,,
điện thoại samsung galaxy s20 ultra xám,samsung,20990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/samsung-galaxy-s20-ultra.html, 12 gb , 128 gb 
điện thoại samsung galaxy note 20 ultra trắng,samsung,27990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-note-20-ultra-trang.html, 8 gb , 256 gb 
điện thoại samsung galaxy s21 plus 5g 8gb/256gb đen,samsung,19490000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-s21-plus-5g-8gb-256gb-den.html, 8gb , 256gb 
điện thoại samsung galaxy a72 4g 8gb/256gb trắng,samsung,10690000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-a72-4g-8gb-256gb-trang.html, 8gb , 256gb 
điện thoại oppo a94 8gb/128gb đen,oppo,7690000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-oppo-a94-8gb-128gb-den.html, 8gb , 128gb 
điện thoại vivo v20 (8gb/128gb) xanh hồng,vivo,7490000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vivo-v20-8gb-128gb-xanh-hong.html, 8gb , 128gb 
điện thoại oppo a92 đen,oppo,5990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-oppo-a92-den.html, 8 gb , 128 gb 
điện thoại vsmart aris 8gb/128gb xám nhật thực,vsmart,6390000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vsmart-aris-8gb-128gb-xam-nhat-thuc.html,,
điện thoại vsmart aris (6gb/64gb) lục cực quang,vsmart,4990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vsmart-aris-6gb-64gb-luc-cuc-quang.html, 6gb , 64gb 
điện thoại samsung galaxy a31 trắng,samsung,5190000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-a31-trang.html, 6 gb , 128 gb 
điện thoại xiaomi redmi note 9s 4gb/64gb xanh,xiaomi,4590000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-note-9s-4gb-64gb-xanh.html, 4 gb , 64 gb 
điện thoại xiaomi redmi note 9s 4gb/64gb trắng,xiaomi,4590000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-note-9s-4gb-64gb-trang.html, 4 gb , 64 gb 
oppo a31 (4gb/128gb) trắng,oppo,3990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/oppo-a31-4gb-128gb-trang.html, 4 gb , 128 gb 
điện thoại samsung galaxy a21s 3gb/32gb trắng,samsung,4390000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-a21s-trang.html, 3 gb , 32 gb 
điện thoại samsung galaxy a21s 3gb/32gb đen,samsung,4390000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-a21s-den.html, 3 gb , 32 gb 
điện thoại vivo y30 4gb/128gb xanh dương,vivo,3790000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vivo-y30-xanh-duong.html, 4 gb , 128 gb 
điện thoại oppo a15s xanh,oppo,3690000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-oppo-a15s-xanh.html, 4gb , 64gb 
điện thoại vivo y20 (4gb/64gb) trắng tinh sương,vivo,3490000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vivo-y20-4gb-64gb-trang-tinh-suong.html, 4 gb , 64 gb 
điện thoại realme c15 xanh hải dương,realme,3390000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-realme-c15-xanh-hai-duong.html, 4 gb , 64 gb 
điện thoại oppo a12 4gb/64gb xanh,oppo,3290000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-oppo-a12-4gb-64gb-xanh.html, 4 gb , 64 gb 
điện thoại realme c12 đỏ san hô,realme,3190000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-realme-c12-do-san-ho.html, 3gb , 32gb 
điện thoại xiaomi redmi 9 4gb/64gb xanh lá,xiaomi,3290000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-9-4gb-64gb-xanh-la.html, 4gb , 64gb 
điện thoại vivo y11 đỏ san hô,vivo,2790000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/vivo-y11-do-san-ho.html, 3gb , 32gb 
điện thoại samsung galaxy a11 đen,samsung,2790000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-a11-den.html, 3 gb , 32 gb 
điện thoại vivo y11 xanh ngọc bích,vivo,2790000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/vivo-y11-xanh-ngoc-bich.html, 3gb , 32gb 
điện thoại nokia 3.4 4gb/64gb xanh,nokia,2790000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-nokia-3.4-4gb-64gb-xanh.html, 4 gb , 64 gb 
điện thoại oppo a12 3gb/32gb xanh đam mê,oppo,2690000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-oppo-a12-3gb-32gb-xanh-dam-me.html, 3 gb , 32 gb 
điện thoại xiaomi redmi 9c 3gb/64gb cam,xiaomi,2740000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-9c-3gb-64gb-cam.html, 3 gb , 64 gb 
điện thoại nokia 2.4 xanh,nokia,2190000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-nokia-2.4-xanh.html, 2gb , 32gb 
điện thoại nokia 2.4 tím,nokia,2190000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-nokia-2.4-tim.html, 2 gb , 32 gb 
nokia 230 dual sim (không kèm thẻ nhớ),nokia,1200000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/nokia-230-dual-sim-den-no-card.html,,
điện thoại nokia 150 xanh,nokia,659000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-nokia-150-xanh.html, 4 mb , 4 mb 
điện thoại oppo a12 3gb/32gb bạc,oppo,2690000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-oppo-a12-3gb-32gb-bac.html, 3 gb , 32 gb 
điện thoại vsmart aris 8gb/128gb lục cực quang,vsmart,6390000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vsmart-aris-8gb-128gb-luc-cuc-quang.html,,
điện thoại iphone 12 pro 256gb xanh,iphone,30990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-pro-256gb-xanh.html, 6 gb , 256 gb 
điện thoại vsmart live 4 (6gb/64gb) trắng tinh thạch,vsmart,3990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vsmart-live-4-6gb-64gb-trang-tinh-thach.html, 6gb , 64gb 
điện thoại vsmart joy 4 (3gb/64gb) trắng ngọc trai,vsmart,2690000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vsmart-joy-4-3gb-64gb-trang-ngoc-trai.html, 3gb , 64gb 
điện thoại vivo y11 xanh ngọc trai,vivo,2790000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vivo-y11-xanh-ngoc-trai.html, 3gb , 32gb 
điện thoại nokia 150 đen,nokia,659000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-nokia-150-den.html, 4 mb , 4 mb 
điện thoại vivo y20 (4gb/64gb) xanh thiên tú,vivo,3490000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vivo-y20-4gb-64gb-xanh-thien-tu.html, 4 gb , 64 gb 
điện thoại nokia 6300 4g đen xám,nokia,1240000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-nokia-6300-4g-den-xam.html, 512 mb , 4 gb 
điện thoại vsmart aris 8gb/128gb lam thủy triều,vsmart,6390000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vsmart-aris-8gb-128gb-lam-thuy-trieu.html,,
điện thoại xiaomi redmi 9 3gb/32gb xám,xiaomi,3290000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-9-3gb-32gb-xam.html, 3 gb , 32 gb 
điện thoại nokia 215 4g xanh,nokia,749000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-nokia-215-4g-xanh.html, 64 mb , 128 mb 
điện thoại nokia 215 4g đen,nokia,749000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-nokia-215-4g-den.html, 64 mb , 128 mb 
điện thoại xiaomi redmi 9c 3gb/64gb xám,xiaomi,2740000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-9c-3gb-64gb-xam.html, 3 gb , 64 gb 
điện thoại vivo y51 8gb/128gb xanh dương,vivo,5490000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vivo-y51-8gb-128gb-xanh-duong.html, 8gb	 , 128gb	 
điện thoại nokia 110 ds xanh,nokia,479000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-nokia-110-ds-xanh.html, 4mb , 4mb 
điện thoại iphone 12 pro 256gb xám,iphone,30990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-pro-256gb-xam.html, 6 gb , 256 gb 
điện thoại nokia 110 ds đen,nokia,479000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-nokia-110-ds-den.html, 4mb , 4mb 
điện thoại vivo v20 se 8gb/128gb đen,vivo,6390000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vivo-v20-se-8gb-128gb-den.html, 8 gb , 128 gb 
điện thoại iphone 12 64gb đỏ,iphone,20990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-64gb-do.html, 4 gb , 64 gb 
điện thoại realme c11 xám hạt tiêu,realme,2490000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-realme-c11-xam-hat-tieu.html, 2 gb , 32 gb 
điện thoại vivo y20s (6gb/128gb) đen thủy tinh,vivo,4590000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vivo-y20s-6gb-128gb-den-thuy-tinh.html, 6gb , 128gb 
điện thoại iphone 12 pro 128gb xanh,iphone,28290000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-pro-128gb-xanh.html, 6 gb , 128 gb 
điện thoại vivo v20 se 8gb/128gb xanh,vivo,6390000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vivo-v20-se-8gb-128gb-xanh.html, 8 gb , 128 gb 
điện thoại realme c15 bạc hải âu,realme,3390000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-realme-c15-bac-hai-au.html, 4 gb , 64 gb 
điện thoại vivo y1s (2gb/32gb) xanh quang cực,vivo,2390000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vivo-y1s-2gb-32gb-xanh-quang-cuc.html, 2 gb , 32 gb 
điện thoại vivo y1s (2gb/32gb) đen lục bảo,vivo,2390000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vivo-y1s-2gb-32gb-den-luc-bao.html, 2gb , 32gb 
điện thoại xiaomi redmi 9 3gb/32gb xanh lá,xiaomi,3290000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-9-3gb-32gb-xanh-la.html, 3 gb , 32 gb 
điện thoại vivo y51 8gb/128gb tím bạc,vivo,5490000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vivo-y51-8gb-128gb-tim-bac.html, 8gb , 128gb 
điện thoại realme c12 xanh hải quân,realme,3190000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-realme-c12-xanh-hai-quan.html, 3gb , 32gb 
điện thoại xiaomi redmi 9c 2gb/32gb cam,xiaomi,2290000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-9c-2gb-32gb-cam.html, 2 gb , 32gb 
điện thoại nokia 6300 4g xanh,nokia,1240000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-nokia-6300-4g-xanh.html, 512 mb , 4 gb 
điện thoại nokia 6300 4g trắng,nokia,1240000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-nokia-6300-4g-trang.html, 512 mb , 4 gb 
điện thoại iphone 12 pro max 128gb xanh,iphone,31490000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-pro-max-128gb-xanh.html, 6 gb , 128 gb 
điện thoại iphone 12 pro 256gb vàng,iphone,30990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-pro-256gb-vang.html, 6 gb , 256 gb 
oppo a31 (4gb/128gb) đen,oppo,3990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/oppo-a31-4gb-128gb-den.html, 4 gb , 128 gb 
điện thoại iphone 12 pro max 128gb xám,iphone,31490000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-pro-max-128gb-xam.html, 6 gb , 128 gb 
điện thoại iphone 12 mini 64gb xanh dương,iphone,17290000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-mini-64gb-xanh-duong.html, 4 gb , 64 gb 
điện thoại nokia 3.4 4gb/64gb tím,nokia,2790000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-nokia-3.4-4gb-64gb-tim.html, 4 gb , 64 gb 
điện thoại samsung galaxy a21s 3gb/32gb xanh,samsung,4390000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-a21s-xanh.html, 3 gb , 32 gb 
điện thoại iphone 12 128gb đen,iphone,22590000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-128gb-den.html, 4 gb , 128 gb 
điện thoại vivo v20 (8gb/128gb) đen,vivo,7490000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vivo-v20-8gb-128gb-den.html, 8gb , 128gb 
điện thoại iphone 12 64gb đen,iphone,20990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-64gb-den.html, 4 gb , 64 gb 
điện thoại iphone 12 64gb xanh dương,iphone,20990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-64gb-xanh-duong.html, 4 gb , 64 gb 
điện thoại iphone 12 128gb đỏ,iphone,22590000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-128gb-do.html, 4 gb , 128 gb 
realme c3 đỏ,realme,2790000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/realme-c3-do.html, 3 gb , 32 gb 
điện thoại oppo a92 tím,oppo,5990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-oppo-a92-tim.html, 8 gb , 128 gb 
điện thoại iphone 12 mini 128gb đen,iphone,18990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-mini-128gb-den.html, 4 gb , 128 gb 
điện thoại oppo reno4 tím,oppo,6990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-oppo-reno4-tim.html, 8 gb , 128 gb 
điện thoại iphone 12 pro max 256gb xanh,iphone,33990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-pro-max-256gb-xanh.html, 6 gb , 256 gb 
điện thoại xiaomi redmi 9c 2gb/32gb xám,xiaomi,2290000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-9c-2gb-32gb-xam.html, 2 gb , 32gb 
điện thoại vsmart joy 3 (2gb/32gb) đen đại dương,vsmart,2090000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/vsmart-joy-3-2g-32g-den-dai-duong.html, 2gb , 32 gb 
điện thoại nokia 8000 4g đen,nokia,1740000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-nokia-8000-4g-den.html, 512 mb , 4 gb 
điện thoại iphone 12 mini 64gb đen,iphone,17290000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-mini-64gb-den.html, 4 gb , 64 gb 
điện thoại xiaomi redmi note 9s 4gb/64gb xám,xiaomi,4590000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-note-9s-4gb-64gb-xam.html, 4 gb , 64 gb 
điện thoại iphone 12 mini 128gb trắng,iphone,18990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-mini-128gb-trang.html, 4 gb , 128 gb 
điện thoại oppo a12 3gb/32gb đen,oppo,2690000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-oppo-a12-3gb-32gb-den.html, 3 gb , 32 gb 
điện thoại iphone 12 mini 128gb xanh dương,iphone,18990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-mini-128gb-xanh-duong.html, 4 gb , 128 gb 
điện thoại iphone 12 mini 64gb đỏ,iphone,17290000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-mini-64gb-do.html, 4 gb , 64 gb 
điện thoại iphone 12 pro max 256gb xám,iphone,33990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-pro-max-256gb-xam.html, 6 gb , 256 gb 
điện thoại oppo reno4 đen thiên thạch,oppo,6990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-oppo-reno4-den-thien-thach.html, 8 gb , 128 gb 
điện thoại iphone 12 mini 64gb trắng,iphone,17290000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-mini-64gb-trang.html, 4 gb , 64 gb 
điện thoại vsmart active 3 (4gb/64gb) xanh sapphire,vsmart,2890000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/vsmart-active-3-4gb-64gb-xanh-sapphire.html, 4 gb , 64 gb 
điện thoại iphone 12 pro 128gb vàng,iphone,28290000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-pro-128gb-vang.html, 6 gb , 128 gb 
điện thoại vsmart aris (6gb/64gb) xám nhật thực,vsmart,4990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vsmart-aris-6gb-64gb-xam-nhat-thuc.html, 6gb , 64gb 
nokia 230 ds vn dark blue (2018),nokia,1200000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/nokia-230-ds-vn-dark-blue-2018.html,,
điện thoại iphone 12 64gb xanh lá,iphone,20990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-64gb-xanh-la.html, 4 gb , 64 gb 
điện thoại iphone 12 mini 128gb xanh lá,iphone,18990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-mini-128gb-xanh-la.html, 4gb , 128 gb 
điện thoại realme c3 xanh,realme,2790000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-realme-c3-xanh.html, 3 gb , 32 gb 
điện thoại iphone 12 pro max 128gb vàng,iphone,31490000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-pro-max-128gb-vang.html, 6 gb , 128 gb 
điện thoại samsung galaxy a11 xanh,samsung,2790000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-a11-xanh.html, 3 gb , 32 gb 
điện thoại vivo y50 đen,vivo,5090000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vivo-y50-den.html, 8 gb , 128 gb 
điện thoại iphone 12 pro max 128gb bạc,iphone,31490000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-pro-max-128gb-bac.html, 6gb , 128 gb 
điện thoại oppo a12 3gb/32gb xanh,oppo,2690000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-oppo-a12-3gb-32gb-xanh.html, 3 gb , 32 gb 
điện thoại iphone 12 128gb xanh dương,iphone,22590000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-128gb-xanh-duong.html, 4 gb , 128 gb 
điện thoại iphone 12 pro max 256gb vàng,iphone,33990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-pro-max-256gb-vang.html, 6 gb , 256 gb 
điện thoại iphone 12 128gb trắng,iphone,22590000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-128gb-trang.html, 4 gb , 128 gb 
điện thoại vsmart joy 3 (2gb/32gb) tím san hô,vsmart,2090000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vsmart-joy-3-2gb-32gb-tim-san-ho.html, 2 gb , 32 gb 
điện thoại vsmart bee 3 (2gb/16gb) xanh,vsmart,1490000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-vsmart-bee-3-2gb-16gb-xanh.html, 2 gb , 16 gb 
điện thoại iphone 12 pro max 256gb bạc,iphone,33990000,https://cdn.nguyenkimmall.com/design/themes/responsive/media/images/lazy_img.jpg,https://www.nguyenkim.com/dien-thoai-iphone-12-pro-max-256gb-bac.html, 6 gb , 256 gb 
điện thoại nokia 5 - màu xanh nk1053bl,nokia,1990000,https://cdn.pico.vn/product/35977/267607_nokia-5-blue-ebuy.jo-1-900x900.jpg,https://pico.vn/35977/dien-thoai-di-dong-nokia-5-blue--ta1053.html,2 gb,16gb
